"","X_source","X_pageUrl","title","author","fandoms","date_updated","date_updated._source","tags","summary","language","words","words._source","chapters","comments","comments._source","kudos","kudos._source","bookmarks","bookmarks._source","hits","hits._source"
"199","GameOfThrones_Crawler0808","https://archiveofourown.org/tags/Game%20of%20Thrones%20(TV)/works?page=495","Until the Lie Becomes the Truth","lodessa","Fandoms: A Song of Ice and Fire - George R. R. Martin Game of Thrones (TV)",1210291200000,"9 May 2008","Creator Chose Not To Use Archive Warnings Jon Snow/Sansa Stark Jon Snow Sansa Stark Incest possible incest","After the war it becomes politically expedient to believe that Jon is indeed a Targaryen.","English",500,500,"1/1",2,2,70,70,4,4,3631,3631
"200","GameOfThrones_Crawler0808","https://archiveofourown.org/tags/Game%20of%20Thrones%20(TV)/works?page=495","The Last Days of Winter","lodessa","Fandoms: A Song of Ice and Fire - George R. R. Martin Game of Thrones (TV)",1202169600000,"5 Feb 2008","Creator Chose Not To Use Archive Warnings Jon Snow","Winter is coming. Jon can feel it in his bones. It is his fourth and he knows even as the recruits laugh at the idea.","English",493,493,"1/1",0,NA,28,28,1,1,504,504
"201","GameOfThrones_Crawler0808","https://archiveofourown.org/tags/Game%20of%20Thrones%20(TV)/works?page=495","Expediency","lodessa","Fandoms: A Song of Ice and Fire - George R. R. Martin Game of Thrones (TV)",1202169600000,"5 Feb 2008","Creator Chose Not To Use Archive Warnings Petyr Baelish/Lysa Tully Arryn Jon Arryn/Petyr Baelish Petyr Baelish Jon Arryn Lysa Tully Arryn Cersei Lannister Implied Relationships Murder Abuse of Authority","Petyr does not flinch; this man is his freedom from Lysa's hysteria her hair that is not quite bright enough and figure both too narrow and too soft.","English",519,519,"1/1",0,NA,6,6,0,NA,418,418
"202","GameOfThrones_Crawler0808","https://archiveofourown.org/tags/Game%20of%20Thrones%20(TV)/works?page=495","On the Shadow","lodessa","Fandoms: A Song of Ice and Fire - Martin Game of Thrones (TV)",1198281600000,"22 Dec 2007","No Archive Warnings Apply Brienne/Jaime Lannister Brienne of Tarth Jaime Lannister Romance Action/Adventure","","English",3165,3165,"1/1",12,12,98,98,13,13,5215,5215
"203","GameOfThrones_Crawler0808","https://archiveofourown.org/tags/Game%20of%20Thrones%20(TV)/works?page=495","For Love and Honor","lodessa","Fandoms: A Song of Ice and Fire - Martin Game of Thrones (TV)",1196985600000,"7 Dec 2007","No Archive Warnings Apply Jaime Lannister/Rhaegar Targaryen Cersei Lannister/Jaime Lannister Jaime Lannister Rhaegar Targaryen Incest maleslash","Jaime finds someone worth following in the Red Keep.","English",496,496,"1/1",0,NA,26,26,1,1,1632,1632
"204","GameOfThrones_Crawler0808","https://archiveofourown.org/tags/Game%20of%20Thrones%20(TV)/works?page=495","The Monster You Can See","lodessa","Fandoms: A Song of Ice and Fire - George R. R. Martin Game of Thrones (TV)",1187827200000,"23 Aug 2007","Creator Chose Not To Use Archive Warnings Sansa Stark Sandor Clegane Petyr Baelish Harrold Hardyng","Sansa learned long ago that it is the monster with the pretty face and easy smile that is most to be feared...","English",600,600,"1/1",2,2,18,18,0,NA,735,735
"205","GameOfThrones_Crawler0808","https://archiveofourown.org/tags/Game%20of%20Thrones%20(TV)/works?page=10","The Rains","Ladyoftarth","Fandoms: A Song of Ice and Fire - George R. R. Martin Game of Thrones (TV)",1438646400000,"4 Aug 2015","Creator Chose Not To Use Archive Warnings Jaime Lannister/Brienne of Tarth Jaime Lannister Brienne of Tarth Alternate Universe - Modern Setting Green Plaid Shirt","The rains force Brienne into the apartment of Jaime Lannister. A man she's not particularly fond of.","English",23047,23047,"5/?",227,227,413,413,47,47,7757,7757
"206","GameOfThrones_Crawler0808","https://archiveofourown.org/tags/Game%20of%20Thrones%20(TV)/works?page=10","There's Gold In 'Dem Hills","Underthenorthernlights","Fandoms: A Song of Ice and Fire - George R. R. Martin A Song of Ice and Fire & Related Fandoms Game of Thrones (TV)",1438646400000,"4 Aug 2015","Creator Chose Not To Use Archive Warnings Sandor Clegane/Sansa Stark Sansa Stark Sandor Clegane Petyr Baelish Lothor Brune Gregor Clegane Myranda Royce mention of rape mention of violence against women Violence Friendship Friends to Lovers Angst strange feeling of attraction UST Dubious Consent creepy littlefinger stealing kisses","This is written for asimplylucia or simplylucia around here for her name-day which is today June 13. Go read her stories and give her some love. She is a wonderful writer. *beckoning you to follow me into a world of complete AU crack* Let me take you on an adventure to the Klondike where the land is rich in gold whiskey flows like rivers sketchy people roam the streets and a young girl meets someone from her past. Can a sweet girl escape the clutches of a whore monger who wants nothing better than to take her inheritance? What happens when she meets up with a disfigured bitter man from her past who works on the Quiet Isle Claim for E.B. Holdings? What will happen? Let us go see shall we? NOTE READERS: THIS IS A CRACK FIC! I want to keep this fic light and easy to read but there is the occasional mention of rape and violence against woman. I am basing it on canon characters set in a sort of modern setting. There will be reference to canon but in my own AU way. I hope you all enjoy this and please remember this is only for fun just wanting to put my fav characters in another time another setting.","English",9749,9749,"5/?",57,57,58,58,2,2,1011,1011
"207","GameOfThrones_Crawler0808","https://archiveofourown.org/tags/Game%20of%20Thrones%20(TV)/works?page=10","The Lady and the Scholar","Silberias","Fandoms: Game of Thrones (TV)",1438646400000,"4 Aug 2015","Creator Chose Not To Use Archive Warnings Shireen Baratheon/Samwell Tarly Arianne Martell/Benjen Stark Joffrey Baratheon/Margaery Tyrell Myrcella Baratheon/Trystane Martell Tommen Baratheon/OC Shireen Baratheon Stannis Baratheon Selyse Baratheon Randyll Tarly Samwell Tarly Ros (Game of Thrones) Davos Seaworth Devan Seaworth feral headcanons Alternate Universe - Canon Divergence","Stannis knows his daughter will need a husband and he knows she will inherit Dragonstone from him for no sons have lived past infancy. Luckily his wife's cousin has a son who needs to escape the Reach--so swallowing his pride Stannis writes to Randyll Tarly in hopes of a match between Samwell and Shireen. Tiny squashed together AU of that world. All ships except for Shireen/Sam are background.","English",2890,2890,"1/1",6,6,18,18,1,1,158,158
"208","GameOfThrones_Crawler0808","https://archiveofourown.org/tags/Game%20of%20Thrones%20(TV)/works?page=10","In the midst of chaos","Itriedreallyhard","Fandoms: Game of Thrones (TV) A Song of Ice and Fire - George R. R. Martin",1.43856e+12,"3 Aug 2015","Creator Chose Not To Use Archive Warnings Petyr Baelish/Sansa Stark Petyr Baelish Sansa Stark Varys (ASoIaF) Shae (ASoIaF) Margaery Tyrell Joffrey Baratheon Tyrion Lannister others - Character marriage AU First Time Arranged Marriage Power Couple My First Smut","[Sansa knew what Cercei had achieved she had married off a desirable highborn lady to a self made man with no status. It was her ultimate revenge on House Stark. Her final attempt to crush their name into the dust.] A Petyr/Sansa marriage AU to recover from the car crash of a season that was season 5. Based loosely around the time when Sansa was supposed to marry Tyrion.","English",11814,11814,"6/?",28,28,126,126,7,7,2497,2497
"209","GameOfThrones_Crawler0808","https://archiveofourown.org/tags/Game%20of%20Thrones%20(TV)/works?page=10","Mercy","mpb","Fandoms: A Song of Ice and Fire - George R. R. Martin Game of Thrones (TV) A Song of Ice and Fire & Related Fandoms",1.43856e+12,"3 Aug 2015","Graphic Depictions Of Violence Major Character Death Arya Stark & Sansa Stark Sandor Clegane/Sansa Stark Jon Snow/Sansa Stark Petyr Baelish/Sansa Stark Sansa Stark/Margaery Tyrell Jaime Lannister/Sansa Stark Arya Stark/Gendry Waters Jaqen H'ghar/Arya Stark Sansa Stark Arya Stark Robb Stark Catelyn Tully Stark Ned Stark Rickon Stark Jon Snow Daenerys Targaryen","","English",2277,2277,"1/1",8,8,22,22,2,2,411,411
"210","GameOfThrones_Crawler0808","https://archiveofourown.org/tags/Game%20of%20Thrones%20(TV)/works?page=10","Bad kids go to hell","epicmotherfuckerx","Fandoms: Game of Thrones (TV) A Song of Ice and Fire - George R. R. Martin",1.43856e+12,"3 Aug 2015","Underage Arya Stark/Gendry Waters Sansa Stark/Margaery Tyrell Theon Greyjoy/Robb Stark Jon Snow/Ygritte Myrcella Baratheon/Shireen Baratheon Sandor Clegane/Sansa Stark Jaqen H'ghar/Arya Stark Jaime Lannister/Brienne of Tarth Jon Snow/Daenerys Targaryen Edric Dayne/Arya Stark Sandor Clegane/Brienne of Tarth Joffrey Baratheon/Sansa Stark Arya Stark/Aegon VI Targaryen Jojen Reed/Bran Stark Meera Reed/Bran Stark Shireen Baratheon/Arya Stark Arya Stark Gendry Waters Shireen Baratheon Bran Stark Sansa Stark Margaery Tyrell Sandor Clegane Robb Stark Jon Snow Meera Reed Jojen Reed Theon Greyjoy Daenerys Targaryen Ned Stark Catelyn Tully Stark Cersei Lannister Joffrey Baratheon Tommen Baratheon Other Character Tags to Be Added Alternate Universe - Modern Setting Alternate Universe - High School Bands Problems Bad Boys Detention Dysfunctional Relationships Skipping Class Sex Sexual Tension Lesbian Sex Threesome Touching Rough Sex Hate Sex Anal Sex Oral Sex Blow Jobs Public Claiming Cunnilingus Other Additional Tags to Be Added","Modern day: High school: No one thought it would go this far for something so innocent to turn into something this evil. Neither of them cared they all just wanted to have fun right? Many drunk nights breaking the rules and almost getting arrested. It was all totally worth it. None of them were good persons anyway. Sorry for any grammar/spelling mistakes i'm not english or american or anything so please ignore it and don't make rude comments about it.","English",16668,16668,"15/?",121,121,182,182,9,9,10677,10677
"211","GameOfThrones_Crawler0808","https://archiveofourown.org/tags/Game%20of%20Thrones%20(TV)/works?page=10","Drowning in a Pool of Love","WillowFaerie82","Fandoms: Game of Thrones (TV) A Song of Ice and Fire - George R. R. Martin",1.43856e+12,"3 Aug 2015","No Archive Warnings Apply Bronn/Margaery Tyrell Bronn & Margaery Tyrell Bronn (ASoIaF) Margaery Tyrell Sansa Stark","In which Bronn fakes drowning to meet Margaery (who is an awesome lifeguard).","English",845,845,"1/1",12,12,5,5,0,NA,79,79
"212","GameOfThrones_Crawler0808","https://archiveofourown.org/tags/Game%20of%20Thrones%20(TV)/works?page=10","Perfect Pet","Sera1988","Fandoms: Game of Thrones (TV) A Song of Ice and Fire - George R. R. Martin A Song of Ice and Fire & Related Fandoms",1.43856e+12,"3 Aug 2015","Rape/Non-Con Graphic Depictions Of Violence Ramsay Bolton/Theon Greyjoy Ramsay Bolton/Reek Ramsay Bolton/Theon Greyjoy/Reek Thoen Greyjoy/Robb Strak (past) Ramsay Bolton/Sansa Stark Ramsay Bolton/Myranda (Game of Thrones) Rape Abuse Master/Pet Broken Bones broken Theon Ramsay is his own warning Reek's gash Drabble Collection Sorry Not Sorry I'm Going to Hell","Bleed for me Pet.","English",1420,1420,"10/?",9,9,37,37,3,3,2935,2935
